Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00674    |
|    std                  | 0.987       |
|    value_loss           | 0.00405     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.19        |
| time/                   |              |
|    fps                  | 562          |
|    iterations           | 23           |
|    time_elapsed         | 10           |
|    total_timesteps      | 5888         |
| train/                  |              |
|    approx_kl            | 0.0061737965 |
|    clip_fraction        | 0.0105       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.81        |
|    explained_variance   | 0.0389       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0545      |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00147     |
|    std                  | 0.987        |
|    value_loss           | 0.00336      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.2         |
| time/                   |              |
|    fps                  | 562          |
|    iterations           | 24           |
|    time_elapsed         | 10           |
|    total_timesteps      | 6144         |
| train/                  |              |
|    approx_kl            | 0.0071124816 |
|    clip_fraction        | 0.105        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.81        |
|    explained_variance   | 0.00544      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0313      |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.00712     |
|    std                  | 0.985        |
|    value_loss           | 0.00193      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 561         |
|    iterations           | 25          |
|    time_elapsed         | 11          |
|    total_timesteps      | 6400        |
| train/                  |             |
|    approx_kl            | 0.008235869 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.8        |
|    explained_variance   | 0.0621      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.052      |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.0109     |
|    std                  | 0.98        |
|    value_loss           | 0.00285     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 559         |
|    iterations           | 26          |
|    time_elapsed         | 11          |
|    total_timesteps      | 6656        |
| train/                  |             |
|    approx_kl            | 0.005931052 |
|    clip_fraction        | 0.0664      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | -0.0186     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0371     |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00625    |
|    std                  | 0.978       |
|    value_loss           | 0.00279     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.21        |
| time/                   |              |
|    fps                  | 558          |
|    iterations           | 27           |
|    time_elapsed         | 12           |
|    total_timesteps      | 6912         |
| train/                  |              |
|    approx_kl            | 0.0027656937 |
|    clip_fraction        | 0.0625       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.79        |
|    explained_variance   | 0.0405       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0398      |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00335     |
|    std                  | 0.976        |
|    value_loss           | 0.00181      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.21       |
| time/                   |             |
|    fps                  | 559         |
|    iterations           | 28          |
|    time_elapsed         | 12          |
|    total_timesteps      | 7168        |
| train/                  |             |
|    approx_kl            | 0.005823821 |
|    clip_fraction        | 0.0168      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.289       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0238     |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00116    |
|    std                  | 0.976       |
|    value_loss           | 0.00101     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.21       |
| time/                   |             |
|    fps                  | 558         |
|    iterations           | 29          |
|    time_elapsed         | 13          |
|    total_timesteps      | 7424        |
| train/                  |             |
|    approx_kl            | 0.005134414 |
|    clip_fraction        | 0.0508      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.266       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0367     |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00573    |
|    std                  | 0.972       |
|    value_loss           | 0.00168     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.21        |
| time/                   |              |
|    fps                  | 558          |
|    iterations           | 30           |
|    time_elapsed         | 13           |
|    total_timesteps      | 7680         |
| train/                  |              |
|    approx_kl            | 0.0059879646 |
|    clip_fraction        | 0.0641       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.78        |
|    explained_variance   | 0.15         |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0481      |
|    n_updates            | 290          |
|    policy_gradient_loss | -0.00792     |
|    std                  | 0.975        |
|    value_loss           | 0.0011       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.21        |
| time/                   |              |
|    fps                  | 558          |
|    iterations           | 31           |
|    time_elapsed         | 14           |
|    total_timesteps      | 7936         |
| train/                  |              |
|    approx_kl            | 0.0065863896 |
|    clip_fraction        | 0.109        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.79        |
|    explained_variance   | 0.0846       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0311      |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00882     |
|    std                  | 0.98         |
|    value_loss           | 0.00134      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.21       |
| time/                   |             |
|    fps                  | 557         |
|    iterations           | 32          |
|    time_elapsed         | 14          |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.007033104 |
|    clip_fraction        | 0.0883      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.398       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0431     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.00812    |
|    std                  | 0.974       |
|    value_loss           | 0.00176     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.2         |
| time/                   |              |
|    fps                  | 558          |
|    iterations           | 33           |
|    time_elapsed         | 15           |
|    total_timesteps      | 8448         |
| train/                  |              |
|    approx_kl            | 0.0049955803 |
|    clip_fraction        | 0.0418       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.78        |
|    explained_variance   | 0.0762       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0279      |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00444     |
|    std                  | 0.972        |
|    value_loss           | 0.00185      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.2        |
| time/                   |             |
|    fps                  | 558         |
|    iterations           | 34          |
|    time_elapsed         | 15          |
|    total_timesteps      | 8704        |
| train/                  |             |
|    approx_kl            | 0.008199733 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.78       |
|    explained_variance   | 0.402       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0244     |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.0133     |
|    std                  | 0.969       |
|    value_loss           | 0.00141     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.21       |
| time/                   |             |
|    fps                  | 557         |
|    iterations           | 35          |
|    time_elapsed         | 16          |
|    total_timesteps      | 8960        |
| train/                  |             |
|    approx_kl            | 0.004854358 |
|    clip_fraction        | 0.0246      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.77       |
|    explained_variance   | 0.184       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0335     |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.00149    |
|    std                  | 0.969       |
|    value_loss           | 0.00273     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 120        |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 555        |
|    iterations           | 36         |
|    time_elapsed         | 16         |
|    total_timesteps      | 9216       |
| train/                  |            |
|    approx_kl            | 0.00555731 |
|    clip_fraction        | 0.0551     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.77      |
|    explained_variance   | -0.209     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0246    |
|    n_updates            | 350        |
|    policy_gradient_loss | -0.00301   |
|    std                  | 0.967      |
|    value_loss           | 0.00192    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.21       |
| time/                   |             |
|    fps                  | 554         |
|    iterations           | 37          |
|    time_elapsed         | 17          |
|    total_timesteps      | 9472        |
| train/                  |             |
|    approx_kl            | 0.003945699 |
|    clip_fraction        | 0.0137      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.77       |
|    explained_variance   | 0.0466      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0429     |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00201    |
|    std                  | 0.965       |
|    value_loss           | 0.0024      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.21        |
| time/                   |              |
|    fps                  | 553          |
|    iterations           | 38           |
|    time_elapsed         | 17           |
|    total_timesteps      | 9728         |
| train/                  |              |
|    approx_kl            | 0.0056019127 |
|    clip_fraction        | 0.0281       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.77        |
|    explained_variance   | 0.253        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0344      |
|    n_updates            | 370          |
|    policy_gradient_loss | -0.00327     |
|    std                  | 0.967        |
|    value_loss           | 0.00177      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 120        |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 551        |
|    iterations           | 39         |
|    time_elapsed         | 18         |
|    total_timesteps      | 9984       |
| train/                  |            |
|    approx_kl            | 0.00520338 |
|    clip_fraction        | 0.0398     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.77      |
|    explained_variance   | 0.106      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0148    |
|    n_updates            | 380        |
|    policy_gradient_loss | -0.00488   |
|    std                  | 0.969      |
|    value_loss           | 0.00325    |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.2         |
| time/                   |              |
|    fps                  | 549          |
|    iterations           | 40           |
|    time_elapsed         | 18           |
|    total_timesteps      | 10240        |
| train/                  |              |
|    approx_kl            | 0.0047425735 |
|    clip_fraction        | 0.0195       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.78        |
|    explained_variance   | -0.0126      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0278      |
|    n_updates            | 390          |
|    policy_gradient_loss | -0.00265     |
|    std                  | 0.969        |
|    value_loss           | 0.00455      |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 120        |
|    ep_rew_mean          | -1.2       |
| time/                   |            |
|    fps                  | 549        |
|    iterations           | 41         |
|    time_elapsed         | 19         |
|    total_timesteps      | 10496      |
| train/                  |            |
|    approx_kl            | 0.01129128 |
|    clip_fraction        | 0.0961     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.78      |
|    explained_variance   | 0.0211     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0441    |
|    n_updates            | 400        |
|    policy_gradient_loss | -0.00824   |
|    std                  | 0.973      |
|    value_loss           | 0.00259    |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.21        |
| time/                   |              |
|    fps                  | 547          |
|    iterations           | 42           |
|    time_elapsed         | 19           |
|    total_timesteps      | 10752        |
| train/                  |              |
|    approx_kl            | 0.0063401717 |
|    clip_fraction        | 0.0574       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.78        |
|    explained_variance   | 0.0465       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0343      |
|    n_updates            | 410          |
|    policy_gradient_loss | -0.00711     |
|    std                  | 0.975        |
|    value_loss           | 0.00339      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -1.21       |
| time/                   |             |
|    fps                  | 548         |
|    iterations           | 43          |
|    time_elapsed         | 20          |
|    total_timesteps      | 11008       |
| train/                  |             |
|    approx_kl            | 0.006570494 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.233       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0457     |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.00945    |
|    std                  | 0.974       |
|    value_loss           | 0.0035      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 120        |
|    ep_rew_mean          | -1.22      |
| time/                   |            |
|    fps                  | 549        |
|    iterations           | 44         |
|    time_elapsed         | 20         |
|    total_timesteps      | 11264      |
| train/                  |            |
|    approx_kl            | 0.01020313 |
|    clip_fraction        | 0.0961     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.78      |
|    explained_variance   | -0.209     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0337    |
|    n_updates            | 430        |
|    policy_gradient_loss | -0.00649   |
|    std                  | 0.974      |
|    value_loss           | 0.00371    |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | -1.22        |
| time/                   |              |
|    fps                  | 549          |
|    iterations           | 45           |
|    time_elapsed         | 20           |
|    total_timesteps      | 11520        |
| train/                  |              |
|    approx_kl            | 0.0056240577 |
|    clip_fraction        | 0.093        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.79        |
|    explained_variance   | 0.0424       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0355      |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.00743     |
|    std                  | 0.974        |
